FlightKey,ReceiveTime,FlightNo,RegNo,CraftType,DepAirport,ArrAirport,FODC_ATOT
2025-08-18_CBG8811_ZLXY_ZLYL,20250819011715,CBG8811,B32J2,A320,ZLXY,ZLYL,202508181125
2025-08-18_CBG8811_ZGNN_ZLXY,20250819011635,CBG8811,B32J2,A320,ZGNN,ZLXY,202508180800
2025-08-18_CBG8811_ZGNN_ZLXY,20250819003617,CBG8811,B32J2,A320,ZGNN,ZLXY,202508180800
2025-08-18_CBG8811_ZGNN_ZLXY,20250819003218,CBG8811,B32J2,A320,ZGNN,ZLXY,202508180800
2025-08-18_CBG8811_ZLXY_ZLYL,20250818123215,CBG8811,B32J2,A320,ZLXY,ZLYL,202508181125
2025-08-18_CBG8811_ZLXY_ZLYL,20250818122325,CBG8811,B32J2,A320,ZLXY,ZLYL,202508181125
2025-08-18_CBG8811_ZLXY_ZLYL,20250818121603,CBG8811,B32J2,A320,ZLXY,ZLYL,202508181125
2025-08-18_CBG8811_ZLXY_ZLYL,20250818120758,CBG8811,B32J2,A320,ZLXY,ZLYL,202508181125
2025-08-18_CBG8811_ZLXY_ZLYL,20250818113831,CBG8811,B32J2,A320,ZLXY,ZLYL,202508181125
2025-08-18_CBG8811_ZGNN_ZLXY,20250818101553,CBG8811,B32J2,A320,ZGNN,ZLXY,202508180800
2025-08-18_CBG8811_ZGNN_ZLXY,20250818100359,CBG8811,B32J2,A320,ZGNN,ZLXY,202508180800
2025-08-18_CBG8811_ZGNN_ZLXY,20250818091053,CBG8811,B32J2,A320,ZGNN,ZLXY,202508180800
2025-08-18_CBG8811_ZGNN_ZLXY,20250818081420,CBG8811,B32J2,A320,ZGNN,ZLXY,202508180800
2025-08-18_CBG8811_ZGNN_ZLXY,20250818080925,CBG8811,B32J2,A320,ZGNN,ZLXY,202508180800
2025-08-18_CBG8812_ZLYL_ZLXY,20250819011948,CBG8812,B32J2,A320,ZLYL,ZLXY,202508181315
2025-08-18_CBG8812_ZLXY_ZGNN,20250818183242,CBG8812,B32J2,A320,ZLXY,ZGNN,202508181533
2025-08-18_CBG8812_ZLXY_ZGNN,20250818181045,CBG8812,B32J2,A320,ZLXY,ZGNN,202508181533
2025-08-18_CBG8812_ZLXY_ZGNN,20250818180422,CBG8812,B32J2,A320,ZLXY,ZGNN,202508181533
2025-08-18_CBG8812_ZLXY_ZGNN,20250818160652,CBG8812,B32J2,A320,ZLXY,ZGNN,202508181533
2025-08-18_CBG8812_ZLXY_ZGNN,20250818154552,CBG8812,B32J2,A320,ZLXY,ZGNN,202508181533
2025-08-18_CBG8812_ZLXY_ZGNN,20250818154051,CBG8812,B32J2,A320,ZLXY,ZGNN,202508181533
2025-08-18_CBG8812_ZLYL_ZLXY,20250818144340,CBG8812,B32J2,A320,ZLYL,ZLXY,202508181315
2025-08-18_CBG8812_ZLYL_ZLXY,20250818143203,CBG8812,B32J2,A320,ZLYL,ZLXY,202508181315
2025-08-18_CBG8812_ZLYL_ZLXY,20250818142017,CBG8812,B32J2,A320,ZLYL,ZLXY,202508181315
2025-08-18_CBG8812_ZLYL_ZLXY,20250818141457,CBG8812,B32J2,A320,ZLYL,ZLXY,202508181315
2025-08-18_CBG8812_ZLYL_ZLXY,20250818132451,CBG8812,B32J2,A320,ZLYL,ZLXY,202508181315
2025-08-18_CBJ5004_ZSQD_ZLXY,20250819011518,CBJ5004,B6178,A319,ZSQD,ZLXY,202508180021
