FlightKey,ReceiveTime,FlightNo,RegNo,CraftType,DepAirport,ArrAirport,FODC_ATOT
2025-07-30_CBG8811_ZGNN_ZLXY,20250731012042,CBG8811,B32J1,A320,ZGNN,ZLXY,202507300800
2025-07-30_CBG8811_ZLXY_ZLYL,20250731011623,CBG8811,B32J1,A320,ZLXY,ZLYL,202507301137
2025-07-30_CBG8811_ZGNN_ZLXY,20250731004143,CBG8811,B32J1,A320,ZGNN,ZLXY,202507300800
2025-07-30_CBG8811_ZGNN_ZLXY,20250731003126,CBG8811,B32J1,A320,ZGNN,ZLXY,202507300800
2025-07-30_CBG8811_ZLXY_ZLYL,20250730173130,CBG8811,B32J1,A320,ZLXY,ZLYL,202507301137
2025-07-30_CBG8811_ZGNN_ZLXY,20250730103326,CBG8811,B32J1,A320,ZGNN,ZLXY,202507300800
2025-07-30_CBG8811_ZGNN_ZLXY,20250730102938,CBG8811,B32J1,A320,ZGNN,ZLXY,202507300800
2025-07-30_CBG8811_ZGNN_ZLXY,20250730101100,CBG8811,B32J1,A320,ZGNN,ZLXY,202507300800
2025-07-30_CBG8811_ZGNN_ZLXY,20250730090629,CBG8811,B32J1,A320,ZGNN,ZLXY,202507300800
2025-07-30_CBG8811_ZGNN_ZLXY,20250730081001,CBG8811,B32J1,A320,ZGNN,ZLXY,202507300800
2025-07-30_CBG8812_ZLYL_ZLXY,20250731011552,CBG8812,B32J1,A320,ZLYL,ZLXY,202507301316
2025-07-30_CBG8812_ZLXY_ZGNN,20250730175349,CBG8812,B32J1,A320,ZLXY,ZGNN,202507301529
2025-07-30_CBG8812_ZLXY_ZGNN,20250730175241,CBG8812,B32J1,A320,ZLXY,ZGNN,202507301529
2025-07-30_CBG8812_ZLXY_ZGNN,20250730174356,CBG8812,B32J1,A320,ZLXY,ZGNN,202507301529
2025-07-30_CBG8812_ZLYL_ZLXY,20250730172920,CBG8812,B32J1,A320,ZLYL,ZLXY,202507301316
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730183244,CBJ5035,B6402,A319,ZGCZ,ZLXY,202507301557
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730181823,CBJ5035,B6402,A319,ZGCZ,ZLXY,202507301557
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730181402,CBJ5035,B6402,A319,ZGCZ,ZLXY,202507301557
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730180828,CBJ5035,B6402,A319,ZGCZ,ZLXY,202507301557
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730174720,CBJ5035,B6402,A319,ZGCZ,ZLXY,202507301557
2025-07-30_CBJ5035_ZJHK_ZGCZ,20250730174401,CBJ5035,B6402,A319,ZJHK,ZGCZ,202507301345
2025-07-30_CBJ5035_ZGCZ_ZLXY,20250730174359,CBJ5035,B6402,A319,ZGCZ,ZLXY,202507301557
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250731011855,CBJ5036,B6402,A319,ZLXY,ZGCZ,202507300659
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250731011809,CBJ5036,B6402,A319,ZGCZ,ZJHK,202507300953
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250730173758,CBJ5036,B6402,A319,ZGCZ,ZJHK,202507300953
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250730110642,CBJ5036,B6402,A319,ZGCZ,ZJHK,202507300953
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250730101035,CBJ5036,B6402,A319,ZLXY,ZGCZ,202507300659
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250730101023,CBJ5036,B6402,A319,ZGCZ,ZJHK,202507300953
2025-07-30_CBJ5036_ZGCZ_ZJHK,20250730100543,CBJ5036,B6402,A319,ZGCZ,ZJHK,202507300953
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250730092423,CBJ5036,B6402,A319,ZLXY,ZGCZ,202507300659
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250730090601,CBJ5036,B6402,A319,ZLXY,ZGCZ,202507300659
2025-07-30_CBJ5036_ZLXY_ZGCZ,20250730070736,CBJ5036,B6402,A319,ZLXY,ZGCZ,202507300659
2025-07-30_CBJ5055_ZLXY_ZWYN,20250731011624,CBJ5055,B1245,A20N,ZLXY,ZWYN,202507300916
2025-07-30_CBJ5055_ZLXY_ZWYN,20250731003206,CBJ5055,B1245,A20N,ZLXY,ZWYN,202507300916
2025-07-30_CBJ5055_ZLXY_ZWYN,20250731002446,CBJ5055,B1245,A20N,ZLXY,ZWYN,202507300916
2025-07-30_CBJ5055_ZLXY_ZWYN,20250730173028,CBJ5055,B1245,A20N,ZLXY,ZWYN,202507300916
2025-07-30_CBJ5055_ZLXY_ZWYN,20250730101008,CBJ5055,B1245,A20N,ZLXY,ZWYN,202507300916
2025-07-30_CBJ5055_ZLXY_ZWYN,20250730092405,CBJ5055,B1245,A20N,ZLXY,ZWYN,202507300916
2025-07-30_CBJ5056_ZWYN_ZLXY,20250730182346,CBJ5056,B1245,A20N,ZWYN,ZLXY,202507301425
2025-07-30_CBJ5056_ZWYN_ZLXY,20250730181758,CBJ5056,B1245,A20N,ZWYN,ZLXY,202507301425
2025-07-30_CBJ5056_ZWYN_ZLXY,20250730180346,CBJ5056,B1245,A20N,ZWYN,ZLXY,202507301425
2025-07-30_CBJ5056_ZWYN_ZLXY,20250730172838,CBJ5056,B1245,A20N,ZWYN,ZLXY,202507301425
2025-07-30_CBJ5069_ZLXY_ZYTX,20250731011535,CBJ5069,B1809,A320,ZLXY,ZYTX,202507300716
2025-07-30_CBJ5069_ZLXY_ZYTX,20250731003144,CBJ5069,B1809,A320,ZLXY,ZYTX,202507300716
2025-07-30_CBJ5069_ZLXY_ZYTX,20250731002314,CBJ5069,B1809,A320,ZLXY,ZYTX,202507300716
2025-07-30_CBJ5069_ZLXY_ZYTX,20250730094951,CBJ5069,B1809,A320,ZLXY,ZYTX,202507300716
2025-07-30_CBJ5069_ZLXY_ZYTX,20250730093750,CBJ5069,B1809,A320,ZLXY,ZYTX,202507300716
2025-07-30_CBJ5069_ZLXY_ZYTX,20250730080531,CBJ5069,B1809,A320,ZLXY,ZYTX,202507300716
2025-07-30_CBJ5069_ZLXY_ZYTX,20250730072343,CBJ5069,B1809,A320,ZLXY,ZYTX,202507300716
2025-07-30_CBJ5070_ZYTX_ZLXY,20250731020743,CBJ5070,B9961,A320,ZYTX,ZLXY,202507302252
2025-07-30_CBJ5070_ZYTX_ZLXY,20250731015206,CBJ5070,B9961,A320,ZYTX,ZLXY,202507302252
2025-07-30_CBJ5070_ZYTX_ZLXY,20250731012806,CBJ5070,B9961,A320,ZYTX,ZLXY,202507302252
