FlightKey,ReceiveTime,MessageType,FlightNo,New_FlightNo,CraftType,New_CraftType,RegNo,New_RegNo,DepAirport,ArrAirport,New_Destination,New_Alternate_1,New_Alternate_2,New_Departure_Time,New_Route,New_Mission_STS,RawMessage
2025-07-30_TBA9963_ZULS_ZLXY,2025-07-30 05:28:48,CHG,TBA9963,,,,,B6473,ZULS,ZLXY,ZLXY,ZLLL,ZHCC,,,,"(CHG-TBA9963-ZULS0020-ZLXY-0-16/ZLXY0239 ZLLL ZHCC
-18/PBN/B1C1D1L1O2S2T1 NAV/ABAS REG/B6473 EET/ZLHW0215 SEL/EKHQ 
 CODE/780DB3 RALT/ZULS ZUUU  RMK/ACASII AND CATII )"
2025-07-30_CES2385_ZSOF_ZLXY,2025-07-30 05:33:03,CHG,CES2385,,,,,,ZSOF,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2385-ZSOF0000-ZLXY-DOF/250730
-16/ZLXY0119 ZLYL)"
2025-07-30_CES6909_ZLXY_ZGGG,2025-07-30 05:38:09,CHG,CES6909,,,,,,ZLXY,ZGGG,ZGGG,ZGKL,,,,,"(CHG-CES6909-ZLXY0015-ZGGG-DOF/250730
-16/ZGGG0222 ZGKL)"
2025-07-30_CES2291_ZLXY_ZSHC,2025-07-30 05:40:03,CHG,CES2291,,,,,,ZLXY,ZSHC,ZSHC,ZSOF,,,,,"(CHG-CES2291-ZLXY0000-ZSHC-DOF/250730
-16/ZSHC0142 ZSOF)"
2025-07-30_CES2303_ZLXY_ZGGG,2025-07-30 05:40:52,CHG,CES2303,,,,,,ZLXY,ZGGG,ZGGG,ZJHK,,,,,"(CHG-CES2303-ZLXY0025-ZGGG-DOF/250730
-16/ZGGG0219 ZJHK)"
2025-07-30_CES6283_ZBAD_ZLXY,2025-07-30 05:46:11,CHG,CES6283,,,,,,ZBAD,ZLXY,ZLXY,ZHLY,,,,,"(CHG-CES6283-ZBAD0000-ZLXY-DOF/250730
-16/ZLXY0125 ZHLY)"
2025-07-30_CES6187_ZLXY_ZPPP,2025-07-30 05:58:14,CHG,CES6187,,,,,,ZLXY,ZPPP,ZPPP,ZUTF,,,,,"(CHG-CES6187-ZLXY0010-ZPPP-DOF/250730
-16/ZPPP0150 ZUTF)"
2025-07-30_CES2795_ZSNJ_ZLXY,2025-07-30 06:09:05,CHG,CES2795,,,,,B32J9,ZSNJ,ZLXY,ZLXY,ZHCC,,,,,"(CHG-CES2795-ZSNJ0015-ZLXY-DOF/250730
-16/ZLXY0131 ZHCC
-18/PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250730 REG/B32J9 EET/ZHWH0030
 ZLHW0106 
SEL/DMAS CODE/782198 TALT/ZSOF RMK/TCAS II CAT II APPROVED)"
2025-07-30_HXA279R_ZLYL_ZLXY,2025-07-30 06:09:21,FPL,HXA279R,,A20N,,B32MH,,ZLYL,ZLXY,,,,,,,"(FPL-HXA279R-IN
-A20N/M-SDFGIRW/LB2
-ZLYL0335
-K0806S0720 OKISO W47 LOVRA
-ZLXY0050 ZBYN
-PBN/B2B3B4B5C1D1O1S2 NAV/ABAS DOF/250730 REG/B32MH SEL/HQDG
 CODE/78227D 
RMK/TCAS)"
2025-07-30_CES2955_ZSWX_ZLXY,2025-07-30 06:10:14,CHG,CES2955,,,,,,ZSWX,ZLXY,ZLXY,ZHLY,,,,,"(CHG-CES2955-ZSWX0040-ZLXY-DOF/250730
-16/ZLXY0147 ZHLY)"
2025-07-30_CES2269_ZLXY_ZGSZ,2025-07-30 06:12:28,CHG,CES2269,,,,,,ZLXY,ZGSZ,ZGSZ,ZJHK,ZGGG,,,,"(CHG-CES2269-ZLXY0045-ZGSZ-DOF/250730
-16/ZGSZ0215 ZJHK ZGGG)"
2025-07-30_CES2104_ZBAD_ZLXY,2025-07-30 06:22:34,CHG,CES2104,,,,,,ZBAD,ZLXY,ZLXY,ZHLY,,,,,"(CHG-CES2104-ZBAD0100-ZLXY-DOF/250730
-16/ZLXY0125 ZHLY)"
2025-07-30_CES2106_ZBAD_ZLXY,2025-07-30 06:27:32,FPL,CES2106,,A21N,,B32N1,,ZBAD,ZLXY,,,,,,,"(FPL-CES2106-IS
-A21N/M-SDE1E2E3FGHIM1RWY/LB1
-ZBAD0245
-K0855S0720 PEGSO B215 GODON W43 ATERI/K0787S0600 W43 GUTRU W47 
LOVRA
-ZLXY0124 ZHCC
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250730 REG/B32N1 EET/ZLHW0047
 SEL/KMHQ 
CODE/7822C7 RMK/TCAS II CAT II APPROVED)"
2025-07-30_CES2342_ZGSD_ZLXY,2025-07-30 06:33:18,CHG,CES2342,,,,,,ZGSD,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2342-ZGSD0100-ZLXY-DOF/250730
-16/ZLXY0224 ZLYL)"
2025-07-30_CES2297_ZLXY_ZYTL,2025-07-30 06:36:49,CHG,CES2297,,,,,,ZLXY,ZYTL,ZYTL,ZSYT,ZSQD,,,,"(CHG-CES2297-ZLXY0120-ZYTL-DOF/250730
-16/ZYTL0153 ZSYT ZSQD)"
2025-07-30_CDC8153_ZLXY_ZWSH,2025-07-30 06:37:32,FPL,CDC8153,,A21N,,B325X,,ZLXY,ZWSH,,,,,,,"(FPL-CDC8153-IS
-A21N/M-SDE1FGHIM3RWY/LB2
-ZLXY0250
-K0857S0920 TEBIB W541 OVKAB W94 XFG W213 APESU W197 ANDIM B215 
TODOD W112 TUSLI W187 SADAN W186 AKS W176 KHG
-ZWSH0400 ZWAL ZWAK
-PBN/A1B1C1D1L1O1S2 DOF/250730 REG/B325X EET/ZWUQ0226 SEL/FQGM
 CODE/781C53 
OPR/ZHEJIANGLOONGAIR RALT/ZLXY ZLDH RMK/ACAS II AOC TEL 057182352500
 
OR 057181689590)"
2025-07-30_CSN6621_ZGSZ_ZLXY,2025-07-30 06:39:21,FPL,CSN6621,,A20N,,B30F8,,ZGSZ,ZLXY,,,,,,,"(FPL-CSN6621-IS
-A20N/M-SADE2E3FGHIJ3J5LM1OP2RVWYZ/LB1D1
-ZGSZ0200
-K0887S0920 MIPAG W21 NUSLA W22 TEPID W24 OSNOV G586 QP B330 
SJG/K0878S0890 W102 BIGVI/K0878S0950 W102 SHX
-ZLXY0210 ZHNY
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250730 REG/B30F8 EET/ZHWH0116 
ZLHW0137 SEL/HLKP CODE/781948 PER/C RMK/ACASII)"
2025-07-30_CES2103_ZLXY_ZBAD,2025-07-30 06:42:49,CHG,CES2103,,,,,,ZLXY,ZBAD,ZBAD,ZSJN,,,,,"(CHG-CES2103-ZLXY0100-ZBAD-DOF/250730
-16/ZBAD0119 ZSJN)"
2025-07-30_CES2175_ZLXY_ZWBL,2025-07-30 06:45:34,CHG,CES2175,,,,,,ZLXY,ZWBL,ZWBL,ZWWW,,,,,"(CHG-CES2175-ZLXY0125-ZWBL-DOF/250730
-16/ZWBL0327 ZWWW)"
2025-07-30_CDC8153_ZLXY_ZWSH,2025-07-30 06:46:24,CHG,CDC8153,,,,,,ZLXY,ZWSH,ZWSH,ZWAK,,,,,"(CHG-CDC8153-ZLXY0250-ZWSH-DOF/250730
-16/ZWSH0400 ZWAK)"
2025-07-30_CES9990_ZBDS_ZLXY,2025-07-30 06:47:44,CHG,CES9990,,,,,,ZBDS,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES9990-ZBDS0100-ZLXY-DOF/250730
-16/ZLXY0058 ZLYL)"
2025-07-30_VHSGA_ZLXY_ZGDY,2025-07-30 06:48:27,CHG,VHSGA,,,,,VHSGA,ZLXY,ZGDY,,,,,"K0960S1100 NSH W30 TAMUS/K0955S1130 W180 IVSOL/K0949S1160 W180  BONSA/K0952S1130 W180 MEMAG A581 HUY W140 DYG",,"(CHG-VHSGA-ZLXY0400-ZGDY-DOF/250730
-15/K0960S1100 NSH W30 TAMUS/K0955S1130 W180 IVSOL/K0949S1160 W180 
BONSA/K0952S1130 W180 MEMAG A581 HUY W140 DYG
-18/PBN/A1B1C1D1L1O1S2 NAV/RNP2 DAT/1FANS2PDC SUR/260BRSP180
 DOF/250730 
REG/VHSGA EET/ZPKM0023 ZGZU0113 SEL/JKGR CODE/7C5BF8 OPR/SG AVIATION
 
ORGN/EKODFFLX PER/C RMK/TCAS 7 1 CHINA PERMIT CADB251909)"
2025-07-30_CES2146_ZLXN_ZLXY,2025-07-30 06:52:36,CHG,CES2146,,,,,,ZLXN,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2146-ZLXN0125-ZLXY-DOF/250730
-16/ZLXY0100 ZLYL)"
2025-07-30_CES2211_ZLXY_ZYHB,2025-07-30 06:53:31,CHG,CES2211,,,,,,ZLXY,ZYHB,ZYHB,ZYCC,,,,,"(CHG-CES2211-ZLXY0145-ZYHB-DOF/250730
-16/ZYHB0239 ZYCC)"
2025-07-30_CES2440_ZULS_ZLXY,2025-07-30 07:02:08,FPL,CES2440,,A332,,B5921,,ZULS,ZLXY,,,,,,,"(FPL-CES2440-IS
-A332/H-SDE1E2E3FGHIJ2J3J5M1P2RWYZ/LB1D1
-ZULS0320
-K0874S1010 LXA W500 TAPUN Z3 YUS Z1 P195/K0868S0890 Z1 XNN W111 
BIGUX W214 HO
-ZLXY0236 ZLYL
-PBN/A1B1C1D1L1O1S2 NAV/RNP2 DAT/CPDLCX SUR/260B RSP180 CANMANDATE 
DOF/250730 REG/B5921 EET/ZLHW0049 SEL/BRCD CODE/7809B9 RMK/TCAS II 
CAT III APPROVED)"
2025-07-30_CES2259_ZLXY_ZLJQ,2025-07-30 07:03:40,CHG,CES2259,,,,,,ZLXY,ZLJQ,ZLJQ,ZLDH,,,,,"(CHG-CES2259-ZLXY0155-ZLJQ-DOF/250730
-16/ZLJQ0146 ZLDH)"
2025-07-30_CES5678_ZLXY_ZSHC,2025-07-30 07:04:24,CHG,CES5678,,,,,,ZLXY,ZSHC,ZSHC,ZSCN,,,,,"(CHG-CES5678-ZLXY0140-ZSHC-DOF/250730
-16/ZSHC0147 ZSCN)"
2025-07-30_CES2363_ZLXY_ZWYN,2025-07-30 07:07:50,CHG,CES2363,,,,,,ZLXY,ZWYN,ZWYN,ZWBL,ZWWW,,,,"(CHG-CES2363-ZLXY0110-ZWYN-DOF/250730
-16/ZWYN0331 ZWBL ZWWW)"
2025-07-30_CDC8937_ZLXY_UTSS,2025-07-30 07:10:21,FPL,CDC8937,,A319,,B303T,,ZLXY,UTSS,,,,,,,"(FPL-CDC8937-IS
-A319/M-SDE1FGHIM3RWY/LB2
-ZLXY0150
-K0854S0980 TEBIB W541 OVKAB W94 XFG W213 APESU W197 ANDIM B215 
TODOD W112 TUSLI W187 SADAN W186 KAMUD/N0455F320 L147 BALVU B351 
RUDEK L143 TISIB L141 ILGOZ Y92 TITAR
-UTSS0510 UTTT
-PBN/A1B1C1D1L1O1S2 DOF/250730 REG/B303T EET/ZWUQ0229 UCFM0359
 UCFO0440 
UTTR0455 UTSD0522 SEL/DRBH CODE/78156D OPR/ZHEJIANGLOONGAIR RMK/CAT 
II TCAS AOC TEL 057182352500 OR 057181689590 THE OVERFLIGHT
 OPERATION 
PERMISSION N 52 1503 GCU R)"
2025-07-30_CES2796_ZLXY_ZSNJ,2025-07-30 07:12:56,FPL,CES2796,,A20N,,B32J9,,ZLXY,ZSNJ,,,,,,,"(FPL-CES2796-IS
-A20N/M-SDE1E2E3FGHIM1RWY/LB1
-ZLXY0330
-K0866S0750 P17 H131 P62 H11 ML W118 REVKU H48 FYG B208 
P343/K0722S0450 B208 HFE W51 LEGIV W164 OREVO
-ZSNJ0127 ZSOF
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250730 REG/B32J9 EET/ZHWH0019
 ZSHA0053 
SEL/DMAS CODE/782198 RMK/TCAS II CAT II APPROVED)"
2025-07-30_CES9932_ZWSH_ZLXY,2025-07-30 07:21:49,CHG,CES9932,,,,,,ZWSH,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES9932-ZWSH0115-ZLXY-DOF/250730
-16/ZLXY0333 ZLYL)"
2025-07-30_CCA1232_ZLXY_ZBAA,2025-07-30 07:23:07,FPL,CCA1232,,A21N,,B32CD,,ZLXY,ZBAA,,,,,,,"(FPL-CCA1232-IS
-A21N/M-SDE3FGHIRWYZ/EB1
-ZLXY0300
-K0860S0890 WJC W193 ALGOV W101 DUDIL W69 P520/K0785S0570 W69 
GUVBA
-ZBAA0146 ZBSJ
-PBN/A1B1C1D1L1O2S2T1 NAV/ABAS RNP2 DOF/250730 REG/B32CD
 EET/ZBPE0039 
SEL/DGBQ CODE/781E4C RMK/ACAS II)"
2025-07-30_CQN2075_ZYTX_ZLXY,2025-07-30 07:26:23,FPL,CQN2075,,A20N,,B305Q,,ZYTX,ZLXY,,,,,,,"(FPL-CQN2075-IS
-A20N/M-SADE2E3FGHIJ3J5LM1ORVWYZ/LB1
-ZYTX0415
-K0876S0920 TOSID A588 UDETI W106 MAKNO W5 HCH W4 SHX
-ZLXY0225 ZHNY
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250730 REG/B305Q EET/ZSHA0048 
ZHWH0127 ZLHW0202 SEL/EFBK CODE/7815DF OPR/CQN PER/C RMK/ACASII)"
2025-07-30_CES2282_ZSYW_ZLXY,2025-07-30 07:26:48,CHG,CES2282,,,,,,ZSYW,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2282-ZSYW0145-ZLXY-DOF/250730
-16/ZLXY0158 ZLYL)"
2025-07-30_CCA8106_ZLXY_ZBHH,2025-07-30 07:29:33,FPL,CCA8106,,AJ27,,B650W,,ZLXY,ZBHH,,,,,,,"(FPL-CCA8106-IS
-AJ27/M-SDE1E2E3FGHIRWYZ/LB1
-ZLXY0305
-K0849S0890 WJC W193 ALGOV W101 VALNI
-ZBHH0118 ZBSJ
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250730 REG/B650W EET/ZBPE0040 
SEL/CLFS CODE/781B58 RMK/TCAS)"
2025-07-30_CES2424_ZSWA_ZLXY,2025-07-30 07:29:52,CHG,CES2424,,,,,,ZSWA,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2424-ZSWA0150-ZLXY-DOF/250730
-16/ZLXY0138 ZLYL)"
2025-07-30_CES2232_ZSDY_ZLXY,2025-07-30 07:35:38,CHG,CES2232,,,,,,ZSDY,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2232-ZSDY0155-ZLXY-DOF/250730
-16/ZLXY0124 ZLYL)"
2025-07-30_CES2392_ZLXY_ZSWZ,2025-07-30 07:37:00,CHG,CES2392,,,,,,ZLXY,ZSWZ,ZSWZ,ZSFZ,,,,,"(CHG-CES2392-ZLXY0205-ZSWZ-DOF/250730
-16/ZSWZ0215 ZSFZ)"
2025-07-30_CES2301_ZLXY_ZGGG,2025-07-30 07:39:04,CHG,CES2301,,,,,,ZLXY,ZGGG,ZGGG,ZGKL,,,,,"(CHG-CES2301-ZLXY0130-ZGGG-DOF/250730
-16/ZGGG0216 ZGKL)"
2025-07-30_CES203_ZLXY_VHHH,2025-07-30 07:39:41,CHG,CES203,,,,,,ZLXY,VHHH,VHHH,ZJSY,ZJHK,,,,"(CHG-CES203-ZLXY0225-VHHH-DOF/250730
-16/VHHH0242 ZJSY ZJHK)"
2025-07-30_CES2213_ZLXY_ZSAM,2025-07-30 07:54:47,CHG,CES2213,,,,,,ZLXY,ZSAM,ZSAM,ZSFZ,,,,,"(CHG-CES2213-ZLXY0135-ZSAM-DOF/250730
-16/ZSAM0215 ZSFZ)"
2025-07-30_CES2262_ZUCK_ZLXY,2025-07-30 07:58:53,CHG,CES2262,,,,,,ZUCK,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2262-ZUCK0235-ZLXY-DOF/250730
-16/ZLXY0100 ZLYL)"
2025-07-30_CES2308_ZGKL_ZLXY,2025-07-30 08:00:51,CHG,CES2308,,,,,,ZGKL,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2308-ZGKL0315-ZLXY-DOF/250730
-16/ZLXY0136 ZLYL)"
2025-07-30_CSN3202_ZLXY_ZGGG,2025-07-30 08:01:58,FPL,CSN3202,,A20N,,B32ML,,ZLXY,ZGGG,,,,,,,"(FPL-CSN3202-IS
-A20N/M-SADE2E3FGHIJ3J5LM1OP2RVWYZ/LB1D1
-ZLXY0300
-K0875S0980 NSH W30 TAMUS/K0874S0950 W180 LIDMA W182 LAGEX G586 SJG 
B330 GYA
-ZGGG0216 ZGKL
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250730 REG/B32ML EET/ZPKM0031 
ZGZU0125 SEL/QSAR CODE/782287 PER/C RMK/ACASII)"
2025-07-30_CES2355_ZLXY_ZWKL,2025-07-30 08:20:02,CHG,CES2355,,,,,,ZLXY,ZWKL,ZWKL,ZWKC,,,,,"(CHG-CES2355-ZLXY0255-ZWKL-DOF/250730
-16/ZWKL0308 ZWKC)"
2025-07-30_CES2150_ZUGY_ZLXY,2025-07-30 08:21:12,CHG,CES2150,,,,,,ZUGY,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2150-ZUGY0240-ZLXY-DOF/250730
-16/ZLXY0125 ZLYL)"
2025-07-30_CES2414_ZLXY_ZSQD,2025-07-30 08:21:33,CHG,CES2414,,,,,,ZLXY,ZSQD,ZSQD,ZSJN,,,,,"(CHG-CES2414-ZLXY0340-ZSQD-DOF/250730
-16/ZSQD0138 ZSJN)"
2025-07-30_CES6204_ZLJC_ZLXY,2025-07-30 08:28:07,CHG,CES6204,,,,,,ZLJC,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES6204-ZLJC0250-ZLXY-DOF/250730
-16/ZLXY0113 ZLYL)"
2025-07-30_CES2270_ZGSZ_ZLXY,2025-07-30 08:29:24,FPL,CES2270,,A21N,,B32LT,,ZGSZ,ZLXY,,,,,,,"(FPL-CES2270-IS
-A21N/M-SDE1E2E3FGHIM1RWY/LB1
-ZGSZ0445
-K0868S0920 MIPAG W21 NUSLA W22 TEPID W24 OSNOV G586 QP B330 
SJG/K0866S0890 W102 SHX
-ZLXY0215 ZLYL
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250730 REG/B32LT EET/ZHWH0118
 ZLHW0139 
SEL/FMBL CODE/782242 RMK/TCAS II CAT II APPROVED)"
2025-07-30_CES2796_ZLXY_ZSNJ,2025-07-30 08:33:23,CHG,CES2796,,,,,,ZLXY,ZSNJ,ZSNJ,ZSXZ,ZSOF,,,,"(CHG-CES2796-ZLXY0330-ZSNJ-DOF/250730
-16/ZSNJ0129 ZSXZ ZSOF)"
2025-07-30_CES2106_ZBAD_ZLXY,2025-07-30 08:39:01,CHG,CES2106,,,,,,ZBAD,ZLXY,ZLXY,ZLYL,,,,,"(CHG-CES2106-ZBAD0245-ZLXY-DOF/250730
-16/ZLXY0125 ZLYL)"
2025-07-30_CES5728_ZLXY_ZPPP,2025-07-30 08:40:11,CHG,CES5728,,,,,,ZLXY,ZPPP,ZPPP,ZUGY,ZUTF,,,,"(CHG-CES5728-ZLXY0310-ZPPP-DOF/250730
-16/ZPPP0201 ZUGY ZUTF)"
2025-07-30_CHH7898_ZLXY_ZWWW,2025-07-30 08:44:44,FPL,CHH7898,,A21N,,B32LY,,ZLXY,ZWWW,,,,,,,"(FPL-CHH7898-IS
-A21N/M-SDE1E2E3FGHIM1RWYZ/LB1
-ZLXY0340
-M078S0980 TEBIB W541 OVKAB W94 XFG W213 APESU W197 ANDIM 
B215 IBANO G470 QTV W99 FKG B215 WUR
-ZWWW0258 ZWYN ZWTL
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250730 REG/B32LY EET/ZWUQ0158
 SEL/2759 
CODE/78224D OPR/HAINAN AIRLINES RMK/ACAS II)"
2025-07-30_CES2106_ZBAD_ZLXY,2025-07-30 08:45:33,CHG,CES2106,,,,,B32N1,ZBAD,ZLXY,,,,,,,"(CHG-CES2106-ZBAD0245-ZLXY-DOF/250730
-18/PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250730 REG/B32N1 EET/ZLHW0046
 SEL/KMHQ 
CODE/7822C7 TALT/ZBSJ RMK/TCAS II CAT II APPROVED)"
2025-07-30_CES2956_ZLXY_ZSWX,2025-07-30 09:09:37,CHG,CES2956,,,,,,ZLXY,ZSWX,ZSWX,ZSOF,,,,,"(CHG-CES2956-ZLXY0355-ZSWX-DOF/250730
-16/ZSWX0144 ZSOF)"
2025-07-30_CSN8822_ZLXY_ZBAD,2025-07-30 09:10:35,DLA,CSN8822,,,,,,ZLXY,ZBAD,,,,0150,,,(DLA-CSN8822-ZLXY0150-ZBAD-DOF/250730)
2025-07-30_CSN3202_ZLXY_ZGGG,2025-07-30 09:11:38,DLA,CSN3202,,,,,,ZLXY,ZGGG,,,,0320,,,(DLA-CSN3202-ZLXY0320-ZGGG-DOF/250730)
2025-07-30_CES6159_ZLXY_ZGSZ,2025-07-30 09:17:28,CHG,CES6159,,,,,,ZLXY,ZGSZ,ZGSZ,ZGBH,ZGKL,,,,"(CHG-CES6159-ZLXY0325-ZGSZ-DOF/250730
-16/ZGSZ0215 ZGBH ZGKL)"
