FlightKey,ReceiveTime,FlightNo,RegNo,DepAirport,ArrAirport,SOBT,CraftType
2025-08-18_CBG8811_ZLXY_ZLYL,20250819011715,CBG8811,B32J2,ZLXY,ZLYL,202508181115,A320
2025-08-18_CBG8811_ZGNN_ZLXY,20250819011635,CBG8811,B32J2,ZGNN,ZLXY,202508180750,A320
2025-08-18_CBG8811_ZGNN_ZLXY,20250819003617,CBG8811,B32J2,ZGNN,ZLXY,202508180750,A320
2025-08-18_CBG8811_ZGNN_ZLXY,20250819003218,CBG8811,B32J2,ZGNN,ZLXY,202508180750,A320
2025-08-18_CBG8811_ZLXY_ZLYL,20250818123215,CBG8811,B32J2,ZLXY,ZLYL,202508181115,A320
2025-08-18_CBG8811_ZLXY_ZLYL,20250818122325,CBG8811,B32J2,ZLXY,ZLYL,202508181115,A320
2025-08-18_CBG8811_ZLXY_ZLYL,20250818121603,CBG8811,B32J2,ZLXY,ZLYL,202508181115,A320
2025-08-18_CBG8811_ZLXY_ZLYL,20250818120758,CBG8811,B32J2,ZLXY,ZLYL,202508181115,A320
2025-08-18_CBG8811_ZLXY_ZLYL,20250818113831,CBG8811,B32J2,ZLXY,ZLYL,202508181115,A320
2025-08-18_CBG8811_ZLXY_ZLYL,20250818111338,CBG8811,B32J2,ZLXY,ZLYL,202508181115,A320
2025-08-18_CBG8811_ZLXY_ZLYL,20250818110822,CBG8811,B32J2,ZLXY,ZLYL,202508181115,A320
2025-08-18_CBG8811_ZGNN_ZLXY,20250818101553,CBG8811,B32J2,ZGNN,ZLXY,202508180750,A320
2025-08-18_CBG8811_ZGNN_ZLXY,20250818100359,CBG8811,B32J2,ZGNN,ZLXY,202508180750,A320
2025-08-18_CBG8811_ZGNN_ZLXY,20250818091053,CBG8811,B32J2,ZGNN,ZLXY,202508180750,A320
2025-08-18_CBG8811_ZGNN_ZLXY,20250818081420,CBG8811,B32J2,ZGNN,ZLXY,202508180750,A320
2025-08-18_CBG8811_ZGNN_ZLXY,20250818080925,CBG8811,B32J2,ZGNN,ZLXY,202508180750,A320
2025-08-18_CBG8811_ZGNN_ZLXY,20250818075156,CBG8811,B32J2,ZGNN,ZLXY,202508180750,A320
2025-08-18_CBG8811_ZLXY_ZLYL,20250818074354,CBG8811,B32J2,ZLXY,ZLYL,202508181115,A320
2025-08-18_CBG8811_ZGNN_ZLXY,20250818074350,CBG8811,B32J2,ZGNN,ZLXY,202508180750,A320
2025-08-18_CBG8811_ZGNN_ZLXY,20250818015744,CBG8811,B32J2,ZGNN,ZLXY,202508180750,A320
2025-08-18_CBG8811_ZLXY_ZLYL,20250818002739,CBG8811,,ZLXY,ZLYL,202508181115,
2025-08-18_CBG8811_ZGNN_ZLXY,20250818002638,CBG8811,,ZGNN,ZLXY,202508180750,
2025-08-18_CBG8811_ZLXY_ZLYL,20250817183027,CBG8811,,ZLXY,ZLYL,202508181115,
2025-08-18_CBG8811_ZGNN_ZLXY,20250817182957,CBG8811,,ZGNN,ZLXY,202508180750,
2025-08-18_CBG8811_ZLXY_ZLYL,20250817000801,CBG8811,,ZLXY,ZLYL,202508181115,
2025-08-18_CBG8811_ZGNN_ZLXY,20250817000800,CBG8811,,ZGNN,ZLXY,202508180750,
2025-08-18_CBG8812_ZLYL_ZLXY,20250819011948,CBG8812,B32J2,ZLYL,ZLXY,202508181305,A320
2025-08-18_CBG8812_ZLXY_ZGNN,20250818183242,CBG8812,B32J2,ZLXY,ZGNN,202508181515,A320
2025-08-18_CBG8812_ZLXY_ZGNN,20250818181045,CBG8812,B32J2,ZLXY,ZGNN,202508181515,A320
2025-08-18_CBG8812_ZLXY_ZGNN,20250818180422,CBG8812,B32J2,ZLXY,ZGNN,202508181515,A320
2025-08-18_CBG8812_ZLXY_ZGNN,20250818160652,CBG8812,B32J2,ZLXY,ZGNN,202508181515,A320
2025-08-18_CBG8812_ZLXY_ZGNN,20250818154552,CBG8812,B32J2,ZLXY,ZGNN,202508181515,A320
2025-08-18_CBG8812_ZLXY_ZGNN,20250818154051,CBG8812,B32J2,ZLXY,ZGNN,202508181515,A320
