FlightKey,ReceiveTime,MessageType,FlightNo,New_FlightNo,CraftType,New_CraftType,RegNo,New_RegNo,DepAirport,ArrAirport,New_Destination,New_Alternate_1,New_Alternate_2,New_Departure_Time,New_Route,New_Mission_STS,RawMessage
2025-08-24_TBA9963_ZULS_ZLXY,2025-08-24 06:07:27,DLA,TBA9963,,,,,,ZULS,ZLXY,,,,0130,,,(DLA-TBA9963-ZULS0130-ZLXY-0)
2025-08-24_CPA946_VHHH_ZLXY,2025-08-24 07:13:09,FPL,CPA946,,333,,BHYJ,,VHHH,ZLXY,,,,,,,"(FPL-CPA946-IS
-A333/H-SDE3FGHIRWYZ/LB1
-VHHH0310
-K0878S0690 BEKOL/K0878S1160 A461 SHL W22 TEPID W24 OSNOV G586 QP 
B330 ELKAL W179 IGNAK/K0881S1190 W179 WFX W81 NSH
-ZLXY0245 ZUTF
-PBN/A1B1C1D1L1O1S2 NAV/RNP2 DOF/250824 REG/BHYJ EET/ZGZU0013
 ZPKM0104 
ZLHW0215 SEL/EKQS CODE/7801AD OPR/CPA PER/D RMK/TCAS)"
2025-08-24_CCA8106_ZLXY_ZBHH,2025-08-24 07:45:07,FPL,CCA8106,,AJ27,,B91AC,,ZLXY,ZBHH,,,,,,,"(FPL-CCA8106-IS
-AJ27/M-SDE1E2E3FGHIRWYZ/LB1
-ZLXY0305
-K0851S0890 WJC W193 ALGOV W101 VALNI
-ZBHH0115 ZBSJ
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250824 REG/B91AC EET/ZBPE0038 
SEL/QRBH CODE/781F6E RMK/TCAS)"
2025-08-24_CDC8153_ZLXY_ZWSH,2025-08-24 08:07:32,FPL,CDC8153,,A21N,,B329R,,ZLXY,ZWSH,,,,,,,"(FPL-CDC8153-IS
-A21N/M-SDE1FGHIM3RWY/LB2
-ZLXY0405
-K0857S0920 TEBIB W541 OVKAB W94 XFG W213 APESU W197 ANDIM B215 
TODOD W112 TUSLI W187 SADAN W186 AKS W176 KHG
-ZWSH0414 ZWAL ZWAK
-PBN/A1B1C1D1L1O1S2 DOF/250824 REG/B329R EET/ZWUQ0226 SEL/ERCJ
 CODE/781DAB 
OPR/ZHEJIANGLOONGAIR RALT/ZLXY ZLDH RMK/CAT II ACAS II AOC TEL
 057182352500 
OR 057181689590)"
2025-08-24_CSZ9221_ZGGG_ZLXY,2025-08-24 08:33:05,CHG,CSZ9221,,,,,B6750,ZGGG,ZLXY,,,,,,,"(CHG-CSZ9221-ZGGG0150-ZLXY-DOF/250824
-18/PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250824 REG/B6750 EET/ZHWH0117
 ZLHW0140 
SEL/DQAS CODE/78071A PER/C RMK/TCAS CATII300 LVTO200 AOC PHONE
 008675527777352)"
2025-08-24_TBA9964_ZLXY_ZULS,2025-08-24 08:40:45,DLA,TBA9964,,,,,,ZLXY,ZULS,,,,0515,,,(DLA-TBA9964-ZLXY0515-ZULS-0)
2025-08-24_CSN3219_ZGGG_ZLXY,2025-08-24 09:31:50,FPL,CSN3219,,A21N,,B32L7,,ZGGG,ZLXY,,,,,,,"(FPL-CSN3219-IS
-A21N/M-SDE2E3FGHIJ3J5LM1OP2RVWYZ/LB1D1
-ZGGG0410
-K0857S0840 AGVIL W24 OSNOV G586 QP B330 SJG/K0850S0810 W102 
BIGVI/K0859S0890 W102 SHX
-ZLXY0202 ZBYC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250824 REG/B32L7 EET/ZHWH0108 
ZLHW0129 SEL/BMCG CODE/78220B PER/C RMK/ACASII)"
2025-08-24_CSN3219_ZGGG_ZLXY,2025-08-24 09:31:51,FPL,CSN3219,,A21N,,B32L7,,ZGGG,ZLXY,,,,,,,"(FPL-CSN3219-IS
-A21N/M-SDE2E3FGHIJ3J5LM1OP2RVWYZ/LB1D1
-ZGGG0410
-K0857S0840 AGVIL W24 OSNOV G586 QP B330 SJG/K0850S0810 W102 
BIGVI/K0859S0890 W102 SHX
-ZLXY0202 ZBYC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250824 REG/B32L7 EET/ZHWH0108 
ZLHW0129 SEL/BMCG CODE/78220B PER/C RMK/ACASII)"
2025-08-24_CSN6016_ZWWW_ZLXY,2025-08-24 09:35:41,DLA,CSN6016,,,,,,ZWWW,ZLXY,,,,0155,,,(DLA-CSN6016-ZWWW0155-ZLXY-DOF/250824)
2025-08-24_CCA8115_ZBHH_ZLXY,2025-08-24 11:27:32,FPL,CCA8115,,AJ27,,B605Y,,ZBHH,ZLXY,,,,,,,"(FPL-CCA8115-IS
-AJ27/M-SDE1E2E3FGHIRWYZ/LB1
-ZBHH0705
-K0841S0920 IBARO W47 LOVRA
-ZLXY0122 ZLIC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250824 REG/B605Y EET/ZLHW0037 
SEL/FLJS CODE/781955 RMK/TCAS)"
2025-08-24_CSN3215_ZGGG_ZLXY,2025-08-24 12:13:29,DLA,CSN3215,,,,,,ZGGG,ZLXY,,,,0710,,,(DLA-CSN3215-ZGGG0710-ZLXY-DOF/250824)
2025-08-24_CSN3212_ZLXY_ZGGG,2025-08-24 12:25:27,FPL,CSN3212,,A21N,,B32L7,,ZLXY,ZGGG,,,,,,,"(FPL-CSN3212-IS
-A21N/M-SDE2E3FGHIJ3J5LM1OP2RVWYZ/LB1D1
-ZLXY0800
-K0880S0980 NSH W30 TAMUS/K0857S0950 W180 LIDMA W182 LAGEX G586 SJG 
B330 GYA
-ZGGG0221 ZGOW
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250824 REG/B32L7 EET/ZPKM0032 
ZGZU0128 SEL/BMCG CODE/78220B PER/C RMK/ACASII)"
2025-08-24_CSN3212_ZLXY_ZGGG,2025-08-24 12:25:27,FPL,CSN3212,,A21N,,B32L7,,ZLXY,ZGGG,,,,,,,"(FPL-CSN3212-IS
-A21N/M-SDE2E3FGHIJ3J5LM1OP2RVWYZ/LB1D1
-ZLXY0800
-K0880S0980 NSH W30 TAMUS/K0857S0950 W180 LIDMA W182 LAGEX G586 SJG 
B330 GYA
-ZGGG0221 ZGOW
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250824 REG/B32L7 EET/ZPKM0032 
ZGZU0128 SEL/BMCG CODE/78220B PER/C RMK/ACASII)"
2025-08-24_CES2116_ZBAD_ZLXY,2025-08-24 12:42:42,FPL,CES2116,,320NEO,,B323A,,ZBAD,ZLXY,,,,,,,"(FPL-CES2116-IS
-A20N/M-SDE1E2E3FGHIM3RWY/LB1
-ZBAD0900
-K0870S0720 PEGSO B215 GODON W43 ATERI/K0861S0600 W43 
GUTRU/K0807S0600 W47 LOVRA
-ZLXY0129 ZLYL
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250824 REG/B323A EET/ZLHW0049
 SEL/CRAP 
CODE/781B64 RMK/TCAS II CAT II APPROVED)"
2025-08-24_CES2895_ZSNJ_ZLXY,2025-08-24 12:42:50,FPL,CES2895,,A20N,,B32J9,,ZSNJ,ZLXY,,,,,,,"(FPL-CES2895-IS
-A20N/M-SDE1E2E3FGHIM1RWY/LB1
-ZSNJ0900
-K0890S0780 SUNBO W163 HFE B208 ZHO H14 SHX
-ZLXY0132 ZHCC
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250824 REG/B32J9 EET/ZHWH0032
 ZLHW0107 
SEL/DMAS CODE/782198 RMK/TCAS II)"
2025-08-24_CSZ9207_ZGSZ_ZLXY,2025-08-24 12:49:53,FPL,CSZ9207,,B38M,,B206M,,ZGSZ,ZLXY,,,,,,,"(FPL-CSZ9207-IS
-B38M/M-SDE2E3FGHIRWYZ/LB1
-ZGSZ1015
-M078S0980 MIPAG W21 NUSLA W22 TEPID W24 OSNOV G586 QP B330 
SJG/M078S0950 W102 SHX
-ZLXY0218 ZHCC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250824 REG/B206M EET/ZHWH0125
 ZLHW0147 
SEL/GKPS CODE/781535 PER/C RMK/TCAS CATII300 LVTO200 AOC PHONE
 008675527777352)"
2025-08-24_AIQ589_ZLXY_VTBD,2025-08-24 13:12:02,FPL,AIQ589,,320,,HSBBA,,ZLXY,VTBD,,,,,,,"(FPL-AIQ589-IS
-A320/M-SDFGHIRWYZ/LB1
-ZLXY1450
-K0850S1100 NSH G212 LUVEN/K0846S1130 G212 BOPTU/K0842S1160 G212 
SGM A581 BIDRU/K0844S1130 A581 SAGAG/N0455F380 B218 LPB B346 
NOBER DCT NAKON
-VTBD0325 VTBS VTBU
-PBN/A1B1C1D1L1O1S2 NAV/RNP2 DOF/250824 REG/HSBBA EET/ZPKM0038
 VLVT0217 
VTBB0246 SEL/CPLM CODE/880841 RMK/TCAS II EQUIPPED)"
2025-08-24_CSN8565_ZYHB_ZLXY,2025-08-24 13:15:23,DLA,CSN8565,,,,,,ZYHB,ZLXY,,,,0830,,,(DLA-CSN8565-ZYHB0830-ZLXY-DOF/250824)
2025-08-24_CES5725_ZPDL_ZLXY,2025-08-24 13:16:48,FPL,CES5725,,737,,B5282,,ZPDL,ZLXY,,,,,,,"(FPL-CES5725-IS
-B737/M-SDE1E2E3FGHIM3RWY/LB1
-ZPDL0935
-K0857S0950 CEH W162 KAKMI/K0844S0920 W144 IGNAK/K0851S0950 W179 
WFX/K0840S0890 W81 NSH
-ZLXY0154 ZHCC ZBYN
-PBN/A1B1C1D1L1O1S2 SUR/260 DOF/250824 REG/B5282 EET/ZLHW0123
 SEL/ABFJ 
CODE/7807D7 RMK/TCAS II CAT II APPROVED)"
2025-08-24_AIQ588_VTBD_ZLXY,2025-08-24 13:17:45,FPL,AIQ588,,320,,HSBBA,,VTBD,ZLXY,,,,,,,"(FPL-AIQ588-IS
-A320/M-SDFGHIRWYZ/LB1
-VTBD0940
-N0466F330 NOBER B346 LPB B218 SAGAG/K0861S1040 A581 
BIDRU/K0862S1070 A581 SGM W144 VEDPO/K0856S1100 W144 
IGNAK/K0841S1130 W179 WFX W81 NSH
-ZLXY0332 ZHHH ZUCK
-PBN/A1B1C1D1L1O1S2 NAV/RNP2 DOF/250824 REG/HSBBA EET/VLVT0041
 ZPKM0109 
ZLHW0256 SEL/CPLM CODE/880841 RMK/TCAS II EQUIPPED)"
2025-08-24_TGW134_WSSS_ZLXY,2025-08-24 13:49:17,FPL,TGW134,,320NEO,,9VTNF,,WSSS,ZLXY,,,,,,,"(FPL-TGW134-IS
-A20N/M-SDE2FGHIJ3J7RWYZ/LB1D1
-WSSS1105
-M078F360 VMR B469 VPK M751 GOLUD/N0457F360 M751 BKK/N0457F370 B346 
YAKUA/N0462F350 B346 LPB B218 SAGAG/K0855S1100 A581 
BIDRU/K0859S1070 A581 SGM W144 VEDPO/K0854S1100 W144 
IGNAK/K0857S1070 W179 WFX/K0833S0810 W81 NSH
-ZLXY0514 ZUCK
-PBN/A1B2C2D2L1O2S2 NAV/RNP2 DOF/250824 REG/9VTNF EET/WIIF0002
 WSJC0005 
WMFC0007 VTBB0048 VLVT0222 ZPKM0252 ZLHW0441 SEL/JPCH CODE/76D1C6 
OPR/TGW 65 66922614 PER/C RMK/CALLSIGN SCOOTER TCAS)"
2025-08-24_CSN3203_ZGGG_ZLXY,2025-08-24 13:56:48,CHG,CSN3203,,,,,B324S,ZGGG,ZLXY,,,,,,,"(CHG-CSN3203-ZGGG0855-ZLXY-DOF/250824
-18/PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250824 REG/B324S
 EET/ZHWH0108 
ZLHW0129 SEL/HSKM CODE/781BF7 PER/C RMK/ACASII TCAS)"
2025-08-24_CDC8154_ZWSH_ZLXY,2025-08-24 14:06:32,FPL,CDC8154,,A21N,,B329R,,ZWSH,ZLXY,,,,,,,"(FPL-CDC8154-IS
-A21N/M-SDE1FGHIM3RWY/LB2
-ZWSH1000
-K0848S0950 KHG W176 MAGIV W187 TUSLI W112 VIKUP W191 DNC W565 BIGUX
 
W214 HO
-ZLXY0330 ZHLY
-PBN/A1B1C1D1L1O1S2 DOF/250824 REG/B329R EET/ZLHW0140 SEL/ERCJ
 CODE/781DAB 
OPR/ZHEJIANGLOONGAIR RALT/ZLDH ZLIC RMK/CAT II ACAS II AOC TEL
 057182352500 
OR 057181689590)"
2025-08-24_CSN6622_ZLXY_ZGSZ,2025-08-24 14:11:53,DLA,CSN6622,,,,,,ZLXY,ZGSZ,,,,0640,,,(DLA-CSN6622-ZLXY0640-ZGSZ-DOF/250824)
2025-08-24_CBJ5035_ZGCZ_ZLXY,2025-08-24 14:41:16,DLA,CBJ5035,,,,,,ZGCZ,ZLXY,,,,0835,,,(DLA-CBJ5035-ZGCZ0835-ZLXY-DOF/250824)
2025-08-24_CCA8116_ZLXY_ZBHH,2025-08-24 14:53:14,FPL,CCA8116,,AJ27,,B605Y,,ZLXY,ZBHH,,,,,,,"(FPL-CCA8116-IS
-AJ27/M-SDE1E2E3FGHIRWYZ/LB1
-ZLXY1030
-K0853S0890 WJC W193 ALGOV W101 VALNI
-ZBHH0116 ZBYN
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250824 REG/B605Y EET/ZBPE0038 
SEL/FLJS CODE/781955 RMK/TCAS)"
2025-08-24_CCA8113_ZBHH_ZLXY,2025-08-24 15:27:10,FPL,CCA8113,,AJ27,,B91AD,,ZBHH,ZLXY,,,,,,,"(FPL-CCA8113-IS
-AJ27/M-SDE1E2E3FGHIRWYZ/LB1
-ZBHH1120
-K0839S0920 IBARO W47 LOVRA
-ZLXY0121 ZLIC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250824 REG/B91AD EET/ZLHW0037 
SEL/QSDF CODE/781F6F RMK/TCAS)"
2025-08-24_VJC7342_VVNB_ZLXY,2025-08-24 15:35:56,FPL,VJC7342,,320,,VNA672,,VVNB,ZLXY,,,,,,,"(FPL-VJC7342-IS
-A320/M-SDGHIRWYZ/B1S
-VVNB1425
-N0460F330 DILEN3A DILEN W22 MEOVA R471 KATBO/K0854S1010 R471 ADBAG 
A599 SGM W144 IGNAK W179 WFX W81 NSH
-ZLXY0233 ZUCK ZLLL
-PBN/A1B2C1D1L1O2S1S2 NAV/RNP2 DOF/250824 REG/VNA672 EET/ZPKM0025 
ZLHW0204 SEL/DSBK CODE/88811C OPR/VIETJET AIR PER/C RALT/VVNB ZPPP 
ZUTF ZLXY TALT/VVCI RMK/TCAS EQUIPPED)"
2025-08-24_CES2896_ZLXY_ZSNJ,2025-08-24 15:48:07,FPL,CES2896,,A20N,,B32J9,,ZLXY,ZSNJ,,,,,,,"(FPL-CES2896-IS
-A20N/M-SDE1E2E3FGHIM1RWY/LB1
-ZLXY1205
-K0872S0750 P17 H131 P62 H11 ML W118 REVKU H48 FYG B208 
P343/K0718S0450 B208 HFE W51 LEGIV W164 OREVO
-ZSNJ0127 ZSHC
-PBN/A1B1C1D1L1O1S2 SUR/260B DOF/250824 REG/B32J9 EET/ZHWH0019
 ZSHA0054 
SEL/DMAS CODE/782198 RMK/TCAS II)"
2025-08-24_CSS7501_ZLXY_ZHEC,2025-08-24 16:04:54,FPL,CSS7501,,B752,,B223C,,ZLXY,ZHEC,,,,,,,"(FPL-CSS7501-IS
-B752/M-SDE3FGHIRWYZ/LB1
-ZLXY1555
-K0780S0890 P17 H131 P62 H11 ML W45 OVLAR H76 HOK
-ZHEC0124 ZGHA
-PBN/A1B2C2D2L1O2S2 NAV/RNP2 DOF/250824 REG/B223C EET/ZHWH0024
 SEL/HSCE CODE/781EEA 
ORGN/ZGSZCSSX PER/C RMK/TCASII EQUIPPED CARGO FLIGHT)"
2025-08-24_CSS7501_ZLXY_ZHEC,2025-08-24 16:05:09,FPL,CSS7501,,B752,,B223C,,ZLXY,ZHEC,,,,,,,"(FPL-CSS7501-IS
-B752/M-SDE3FGHIRWYZ/LB1
-ZLXY1555
-K0780S0890 P17 H131 P62 H11 ML W45 OVLAR H76 HOK
-ZHEC0124 ZGHA
-PBN/A1B2C2D2L1O2S2 NAV/RNP2 DOF/250824 REG/B223C EET/ZHWH0024
 SEL/HSCE 
CODE/781EEA ORGN/ZGSZCSSX PER/C RMK/TCASII EQUIPPED CARGO FLIGHT)"
2025-08-24_CSN8529_ZHHH_ZLXY,2025-08-24 16:26:49,FPL,CSN8529,,AJ27,,B653Z,,ZHHH,ZLXY,,,,,,,"(FPL-CSN8529-IS
-AJ27/M-SDE3FGHILORVWY/LB1
-ZHHH1205
-K0718S0690 BENBI W56 P129/K0749S0660 H14 SHX
-ZLXY0132 ZBYC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250824 REG/B653Z EET/ZLHW0106
 SEL/CFDR 
CODE/781FAB PER/D RMK/ACASII)"
2025-08-24_XAX346_WMKK_ZLXY,2025-08-24 16:29:04,FPL,XAX346,,333,,9MXXZ,,WMKK,ZLXY,,,,,,,"(FPL-XAX346-IS
-A333/H-SDFGHIJ3J5M1P2RWYZ/LB1D1
-WMKK1240
-N0477F360 BIKDU1F BIKDU Y501 RIGTO M769 BKK/N0476F370 B346 LPB 
B218 SAGAG/K0879S1160 A581 BIDRU/K0886S1130 A581 SGM W144 
VEDPO/K0881S1160 W144 IGNAK/K0875S1190 W179 WFX W81 NSH
-ZLXY0452 ZUTF ZUCK
-PBN/A1B1C1D1L1O1S1S2 NAV/RNP2 DAT/SV SUR/RSP180 DOF/250824
 REG/9MXXZ 
EET/VTBB0042 VLVT0209 ZPKM0237 ZLHW0421 SEL/BRHQ CODE/75026B
 OPR/AIRASIAX 
RALT/ZUTF RMK/TCAS II EQUIPPED CALLSIGN XANADU)"
2025-08-24_GCR7672_ZBTJ_ZLXY,2025-08-24 16:38:45,DLA,GCR7672,,,,,,ZBTJ,ZLXY,,,,1525,,,(DLA-GCR7672-ZBTJ1525-ZLXY-DOF/250824)
2025-08-24_CSZ9209_ZGSZ_ZLXY,2025-08-24 16:42:23,FPL,CSZ9209,,A21N,,B32DS,,ZGSZ,ZLXY,,,,,,,"(FPL-CSZ9209-IS
-A21N/M-SDE2E3FGHIRWYZ/LB1
-ZGSZ1315
-M078S0980 MIPAG W21 NUSLA W22 TEPID W24 OSNOV G586 QP B330 
SJG/M078S0950 W102 SHX
-ZLXY0217 ZHCC
-PBN/A1B1C1D1L1O1S2 NAV/ABAS DOF/250824 REG/B32DS EET/ZHWH0125
 ZLHW0147 
SEL/APJM CODE/781F3A PER/C RMK/TCAS CATII300 LVTO200 AOC PHONE
 008675527777352)"
2025-08-24_TLM951_ZLXY_VTBD,2025-08-24 16:50:59,FPL,TLM951,,738,,HSLGT,,ZLXY,VTBD,,,,,,,"(FPL-TLM951-IS
-B738/M-SDFGHIRW/EB1
-ZLXY1820
-K0848S1040 NSH G212 LUVEN/K0837S1010 G212 BOPTU/K0841S1040 G212 
SGM A581 BIDRU/K0833S1010 A581 SAGAG/N0449F340 B218 LPB B346 NOBER 
DCT NAKON
-VTBD0323 VTBU
-PBN/A1B1C1D1O1S2 DOF/250824 REG/HSLGT EET/ZPKM0035 VLVT0215
 VTBB0244 
SEL/JKDS CODE/8830F4 OPR/THAI LION MENTARI CO LTD RMK/CALLSIGN
 MENTARI 
TCAS II EQUIPPED)"
2025-08-24_CSN8566_ZLXY_ZYHB,2025-08-24 17:19:11,DLA,CSN8566,,,,,,ZLXY,ZYHB,,,,1245,,,(DLA-CSN8566-ZLXY1245-ZYHB-DOF/250824)
2025-08-24_CCA4461_ZUUU_ZUUU,2025-08-24 17:35:00,CPL,CCA4461,CCA4461,319,A319,B6225,B6225,ZUUU,ZUUU,ZUUU,,,,,,"(CPL-CCA4461-IS
-A319/M-SDE3FGHIRWYZ/LB1
-ZUUU-PAN/0930S0510
-K0814S0810 PAN H89 P334 W144 IGNAK
-ZUUU
-PBN/A1B1C1D1L1O2S2T1 NAV/ABAS RNP2 REG/B6225 SEL/BFEQ  RMK/ACAS II
RMK/RETURN ZUUU DUE ZUZH WX)"
2025-08-24_CDC8269_ZSHC_ZLXY,2025-08-24 18:28:45,FPL,CDC8269,,320,,B8452,,ZSHC,ZLXY,,,,,,,"(FPL-CDC8269-IS
-A320/M-SDE1FGHIM3RWY/LB1
-ZSHC1415
-K0872S0840 NIVIK W135 DOGVI W545 VEMEX W163 HFE B208 ZHO H14 SHX
-ZLXY0154 ZLIC
-PBN/A1B1C1D1L1O1S2 DOF/250824 REG/B8452 EET/ZHWH0100 ZLHW0147
 SEL/CQJL 
CODE/780FE4 OPR/ZHEJIANGLOONGAIR RMK/CAT II ACAS II AOC TEL
 057182352500 
OR 057181689590)"
2025-08-24_VJC7342_VVNB_ZLXY,2025-08-24 18:41:21,FPL,VJC7342,,321,,VNA636,,VVNB,ZLXY,,,,,,,"(FPL-VJC7342-IS
-A321/M-SDGHIRWYZ/LB1
-VVNB1425
-N0460F330 DILEN3A DILEN W22 MEOVA R471 KATBO/K0852S1010 R471 ADBAG
 A599 SGM 
W144 IGNAK W179 WFX W81 NSH
-ZLXY0233 ZUCK ZLLL
-PBN/A1B2C1D1L1O2S1S2 NAV/RNP2 DOF/250824 REG/VNA636 EET/ZPKM0025 
ZLHW0204 SEL/BQCM CODE/88813F OPR/VIETJET AIR PER/C RALT/VVNB ZPPP 
ZUTF ZLXY TALT/VVCI RMK/TCAS EQUIPPED)"
2025-08-24_CCA8114_ZLXY_ZBHH,2025-08-24 18:41:59,FPL,CCA8114,,AJ27,,B91AD,,ZLXY,ZBHH,,,,,,,"(FPL-CCA8114-IS
-AJ27/M-SDE1E2E3FGHIRWYZ/LB1
-ZLXY1430
-K0853S0890 WJC W193 ALGOV W101 VALNI
-ZBHH0117 ZBSJ
-PBN/A1B1C1D1L1O1S2 NAV/ABAS RNP2 DOF/250824 REG/B91AD EET/ZBPE0039 
SEL/QSDF CODE/781F6F RMK/TCAS)"
